created_at,handle,mined_at,retweet_count,text,tweet_id,subjectivity,polarity,sentiment
Tue Nov 14 10:49:31 +0000 2017,WSB-TV,2017-11-15 12:19:08.789023,2,"RT @WSBTraffic: Cobb Co.: Overturned vehicle...I-75/sb at Chastain Rd. already causing delays. Right now, blocking ALL lanes, as PD arrive.…",930387210515439616,0.5357142857142857,0.2857142857142857,positive
Tue Nov 14 10:46:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789026,0,"Narcan for dogs: Police K9s at risk as street drugs become more powerful. The story, today at 4 p.m.… https://t.co/w0rgkeCqQv",930386325198462977,0.75,0.4,positive
Tue Nov 14 10:45:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789028,1,"🚗 Want to make your commute easier?

Follow:
@MarkArum
@AshleyFrascaWSB
@AlexWilliams242
@mckayWSB
@WSBTraffic https://t.co/VmKzPjbXX5",930386074613923841,0.0,0.0,neutral
Tue Nov 14 10:45:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789030,1,Forsyth County School board to move forward with planned vote on redistricting: https://t.co/06UlQPQNoz… https://t.co/V60tIaA4BC,930386074563686400,0.0,0.0,neutral
Tue Nov 14 10:39:57 +0000 2017,WSB-TV,2017-11-15 12:19:08.789033,1,RT @RikkiKlausWSB: Forsyth School Board expected to vote tonight on proposed redistricting despite some parents’ legal action against the p…,930384804981374977,0.23333333333333336,0.06666666666666667,positive
Tue Nov 14 10:34:07 +0000 2017,WSB-TV,2017-11-15 12:19:08.789035,5,RT @LindaWSB: THIS is what fog can do. We’re following up on this major chain reaction crash in Hall County. 9 people injured. @wsbtv @WSBT…,930383334018113537,0.3,0.03125,positive
Tue Nov 14 10:30:01 +0000 2017,WSB-TV,2017-11-15 12:19:08.789037,1,Mother says son with autism was sprayed with Lysol by teacher: https://t.co/0xUK2MSJPM @AudreyWSBTV LIVE at 5:44 on… https://t.co/jWaN53CXId,930382301640327169,0.5,0.13636363636363635,positive
Tue Nov 14 10:27:02 +0000 2017,WSB-TV,2017-11-15 12:19:08.789040,1,RT @DarrynMooreWSB: Live@530am a man ordered to stay away from Ga Tech is back in jail for attempted rape. Hear from one of his previous vi…,930381554488049665,0.05555555555555555,-0.08888888888888889,negative
Tue Nov 14 10:18:04 +0000 2017,WSB-TV,2017-11-15 12:19:08.789042,1,RT @KarenMintonWSB: No visibility problems in metro Atlanta this morning. https://t.co/ntNqsWeLiG,930379295674990592,0.0,0.0,neutral
Tue Nov 14 10:15:01 +0000 2017,WSB-TV,2017-11-15 12:19:08.789045,0,Good morning and happy #Tuesday! Grab your coffee and join @LindaWSB @FBlankenshipWSB @KarenMintonWSB @MarkArum on… https://t.co/fv4174SuAa,930378526896816128,0.8,0.85,positive
Tue Nov 14 10:13:56 +0000 2017,WSB-TV,2017-11-15 12:19:08.789047,20,"RT @AudreyWSBTV: The teacher accused of spraying Lysol in the face of an autistic child, may already have another job with another SCHOOL D…",930378254212648960,0.2,-0.2,negative
Tue Nov 14 10:05:24 +0000 2017,WSB-TV,2017-11-15 12:19:08.789049,2,"RT @KarenMintonWSB: A bit cooler than average this morning and afternoon.  Some clouds develop as a disturbance moves through, but they wil…",930376107236487168,0.39999999999999997,-0.15,negative
Tue Nov 14 10:00:02 +0000 2017,WSB-TV,2017-11-15 12:19:08.789051,0,Man accused of attempted rape at Georgia Tech was banned from campus: https://t.co/ibr7SkGjAv @DarrynMooreWSB LIVE… https://t.co/8zBeZzPZIL,930374759707111424,0.0,0.0,neutral
Tue Nov 14 09:47:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789054,1,They're often the first to come in contact with powerful drugs. The challenges facing police K9s and what investiga… https://t.co/oded5UvHUL,930371478406778880,0.6666666666666666,0.275,positive
Tue Nov 14 09:45:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789056,2,Forsyth County School board to move forward with planned vote on redistricting: https://t.co/06UlQPQNoz… https://t.co/WeWLEtHgye,930370976478646272,0.0,0.0,neutral
Tue Nov 14 09:45:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789058,2,"🚗 Want to make your commute easier?

Follow:
@MarkArum
@AshleyFrascaWSB
@AlexWilliams242
@mckayWSB
@WSBTraffic https://t.co/XKahkl4OUQ",930370975954362368,0.0,0.0,neutral
Tue Nov 14 09:45:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789061,1,Forsyth County School board to move forward with planned vote on redistricting: https://t.co/06UlQPzbZZ… https://t.co/vVNqS9fhcJ,930370974188388354,0.0,0.0,neutral
Tue Nov 14 09:33:04 +0000 2017,WSB-TV,2017-11-15 12:19:08.789063,1,RT @RikkiKlausWSB: Man accused of attempted rape at Georgia Tech was banned from campus: https://t.co/zG3YBfrABK @DarrynMooreWSB LIVE start…,930367971171725312,0.5,0.13636363636363635,positive
Tue Nov 14 09:30:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789065,4,Mother says son with autism was sprayed with Lysol by teacher: https://t.co/0xUK2MSJPM @AudreyWSBTV LIVE at 4:44 on… https://t.co/6b4oDwRa4P,930367201776885760,0.5,0.13636363636363635,positive
Tue Nov 14 09:23:36 +0000 2017,WSB-TV,2017-11-15 12:19:08.789068,40,"RT @FBlankenshipWSB: Great Tuesday Morning!!! A little Stevie and a good book. I can't think of a better way to start the morning!! 🙂 
 Hav…",930365589641744384,0.5875,0.5734375,positive
Tue Nov 14 09:05:59 +0000 2017,WSB-TV,2017-11-15 12:19:08.789070,3,Good morning and happy #Tuesday! Grab your coffee and join @LindaWSB @FBlankenshipWSB @KarenMintonWSB @MarkArum sta… https://t.co/o4fY9PPlFO,930361156769853440,0.8,0.85,positive
Tue Nov 14 09:00:01 +0000 2017,WSB-TV,2017-11-15 12:19:08.789072,0,Man accused of attempted rape at Georgia Tech was banned from campus: https://t.co/ibr7SkoIIX @DarrynMooreWSB LIVE… https://t.co/pEwYBrcbuQ,930359656089825280,0.0,0.0,neutral
Tue Nov 14 08:44:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789075,0,"Family, friends 'baffled' by Georgia Tech student's death as police investigation continues... WHAT WE KNOW:… https://t.co/vurjZt0WMD",930355622863708160,0.0,0.0,neutral
Tue Nov 14 08:33:41 +0000 2017,WSB-TV,2017-11-15 12:19:08.789077,1,Mother says son with autism was sprayed with Lysol by teacher: https://t.co/0xUK2Nalem @AudreyWSBTV LIVE at 4:44 on… https://t.co/SE9B9DKkLP,930353028955361280,0.5,0.13636363636363635,positive
Tue Nov 14 08:17:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789079,0,Man accused of attempted rape at Georgia Tech was banned from campus | READ/WATCH @TomJonesWSBTV's report -… https://t.co/GtyXz9sVJX,930348828439535616,0.0,0.0,neutral
Tue Nov 14 08:06:01 +0000 2017,WSB-TV,2017-11-15 12:19:08.789081,5,RETWEET! Police searching for 2 persons of interest in concert double murder | LATEST INFO - https://t.co/rrUmwVQnIg https://t.co/gRhMEg8jRn,930346064389066752,0.45,0.25,positive
Tue Nov 14 07:58:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789083,1,O.J. Simpson - just out of prison - banned from Vegas casino | WHAT WE KNOW: https://t.co/Vw5ovMzZIa https://t.co/LDYBYqYIPO,930344047436115968,0.0,0.0,neutral
Tue Nov 14 07:58:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789086,1,Police: Gang-related activity down in Cobb County ... but the work's not done | READ/WATCH @ChrisJoseWSB's report -… https://t.co/WpPewimKJX,930344047129980928,0.2888888888888889,-0.15555555555555559,negative
Tue Nov 14 07:14:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789088,0,"Prescription heroin: The alternative approach to opioid addiction? 

READ/WATCH @tomreganWSB's report -… https://t.co/ZCzol9fatu",930332974012358656,0.0,0.0,neutral
Tue Nov 14 07:03:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789091,2,"Documents: Nurse left woman foaming at the mouth, lying on jail cell floor | READ/WATCH @MarkWinneWSB's report -… https://t.co/E6K3DvGvtq",930330207281733632,0.0,-0.05,negative
Tue Nov 14 06:55:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789093,1,People are boycotting #Keurig -- here's why: https://t.co/yUCSp3yzyl https://t.co/bt6O5M4azM,930328192799223810,0.0,0.0,neutral
Tue Nov 14 06:44:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789095,2,"Family, friends 'baffled' by Georgia Tech student's death as police investigation continues... WHAT WE KNOW:… https://t.co/F3Y96lumNT",930325424923660288,0.0,0.0,neutral
Tue Nov 14 06:17:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789097,2,Man accused of attempted rape at Georgia Tech was banned from campus | READ/WATCH @TomJonesWSBTV's report -… https://t.co/xcI6u0Feyb,930318630608363520,0.0,0.0,neutral
Tue Nov 14 05:22:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789100,2,Police: Gang-related activity down in Cobb County ... but the work's not done | READ/WATCH @ChrisJoseWSB's report -… https://t.co/DyPePYPj2d,930304787882659840,0.2888888888888889,-0.15555555555555559,negative
Tue Nov 14 05:11:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789102,9,MUST-WATCH: Alleged drunken driver clocked going 155 mph in McLaren on Ga. 400 | VIDEO - https://t.co/IUMR0e3avK https://t.co/rOzrtM3Clf,930302021470703617,0.1,-0.1,negative
Tue Nov 14 05:06:01 +0000 2017,WSB-TV,2017-11-15 12:19:08.789104,8,RETWEET! Police searching for 2 persons of interest in concert double murder | LATEST INFO - https://t.co/rrUmwVQnIg https://t.co/MQXHEK0g1a,930300766740471808,0.45,0.25,positive
Tue Nov 14 04:59:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789106,1,"Family, friends 'baffled' by Georgia Tech student's death as police investigation continues... WHAT WE KNOW:… https://t.co/JFAkXpN750",930298999810113536,0.0,0.0,neutral
Tue Nov 14 04:58:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789108,1,O.J. Simpson - just out of prison - banned from Vegas casino | WHAT WE KNOW: https://t.co/Vw5ovMzZIa https://t.co/wuNvub9OQt,930298748495736837,0.0,0.0,neutral
Tue Nov 14 04:44:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789111,1,"Documents: Nurse left woman foaming at the mouth, lying on jail cell floor | READ/WATCH @MarkWinneWSB's report -… https://t.co/p9CgXtCs51",930295227671306241,0.0,-0.05,negative
Tue Nov 14 04:34:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789113,13,"Car insurance in Georgia: Serious wrecks a leading cause in rising rates. Has your gone up? We investigate, tomorro… https://t.co/5UwPHarCg4",930292708555366400,0.6666666666666666,-0.3333333333333333,negative
Tue Nov 14 04:26:29 +0000 2017,WSB-TV,2017-11-15 12:19:08.789115,4,"Man says iPhone sale turned violent, leaving him with broken collarbone https://t.co/o3r5NOcBqy",930290817394249730,0.7,-0.6000000000000001,negative
Tue Nov 14 04:15:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789117,5,"Happy 50th birthday, Jimmy! #Kimmel's 50th birthday bash w/ Ben Affleck, Huey Lewis &amp; 37 surprise celebrity appeara… https://t.co/BkGT4eBdCL",930287927913009153,1.0,1.0,positive
Tue Nov 14 04:14:01 +0000 2017,WSB-TV,2017-11-15 12:19:08.789119,1,"Prescription heroin: The alternative approach to opioid addiction? 

READ/WATCH @tomreganWSB's report -… https://t.co/OCPAeEFy5p",930287679211630592,0.0,0.0,neutral
Tue Nov 14 03:55:33 +0000 2017,WSB-TV,2017-11-15 12:19:08.789121,8,RT @SwagOn2: A student allegedly sprayed with Lysol @CarlWillisWSB has that story on @wsbtv at 11 https://t.co/76ktexcgVo,930283031553863681,0.1,-0.1,negative
Tue Nov 14 03:51:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789124,9,Man accused of attempted rape at Georgia Tech was banned from campus | READ/WATCH @TomJonesWSBTV's report -… https://t.co/XUQYZbk5Nx,930281889277104128,0.0,0.0,neutral
Tue Nov 14 03:47:48 +0000 2017,WSB-TV,2017-11-15 12:19:08.789126,5,RT @NefertitiWSB: McGhee wasn’t alone. He had an alleged accomplice/getaway driver - who Kennesaw PD have IDed as Michael Rogers. Story @ 1…,930281082452434944,0.1,-0.1,negative
Tue Nov 14 03:47:46 +0000 2017,WSB-TV,2017-11-15 12:19:08.789129,3,RT @NefertitiWSB: Kevin McGhee is the man Kennesaw PD arrested for attacking the man over an #iPhoneX inside of a Publix. More @ 11PM @wsbt…,930281072105009152,0.5,0.5,positive
Tue Nov 14 03:44:01 +0000 2017,WSB-TV,2017-11-15 12:19:08.789131,4,Police: Gang-related activity down in Cobb County ... but the work's not done | READ/WATCH @ChrisJoseWSB's report -… https://t.co/sBe8nwU43X,930280130076954624,0.2888888888888889,-0.15555555555555559,negative
Tue Nov 14 03:40:19 +0000 2017,WSB-TV,2017-11-15 12:19:08.789133,3,RT @BradNitzWSB: Areas of patchy dense fog will develop by morning. I'll have the hour-by-hour look on @wsbtv at 11pm. See you then. https:…,930279199067328512,0.0,0.0,neutral
Tue Nov 14 03:37:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789135,24,RETWEET! Police searching for 2 persons of interest in concert double murder | LATEST INFO - https://t.co/rrUmwW7YzO https://t.co/kUa7mX2u9B,930278364396494848,0.45,0.25,positive
Tue Nov 14 03:35:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789138,2,ATTENTION COMMUTERS! @MARTASERVICE announces alternate service plan for @GeorgiaDome demolition -… https://t.co/DkyQ63Kl8x,930277862954950656,0.0,0.0,neutral
Tue Nov 14 03:33:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789140,1,"Family, friends 'baffled' by Georgia Tech student's death as police investigation continues... WHAT WE KNOW:… https://t.co/CW4Mam1iHj",930277357365030912,0.0,0.0,neutral
Tue Nov 14 03:30:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789143,3,"Happy 50th birthday, Jimmy! #Kimmel's 50th birthday bash w/ Ben Affleck, Huey Lewis &amp; 37 surprise celebrity appeara… https://t.co/7pvKSUrFQ9",930276604302860289,1.0,1.0,positive
Tue Nov 14 03:29:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789145,3,"Car insurance rates in Georgia keep going up. Last year, it led the nation in rate increases. We investigate, tomor… https://t.co/ZCFKyNhBVU",930276352196055040,0.06666666666666667,0.0,neutral
Tue Nov 14 03:22:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789147,1,People are boycotting #Keurig -- here's why: https://t.co/yUCSp3yzyl https://t.co/ilsHboZaUC,930274589908729856,0.0,0.0,neutral
Tue Nov 14 03:18:04 +0000 2017,WSB-TV,2017-11-15 12:19:08.789149,2,We'll have the latest on the name change at 11 on Channel 2 https://t.co/9QBQoiDx2Z,930273599684055041,0.9,0.5,positive
Tue Nov 14 03:17:12 +0000 2017,WSB-TV,2017-11-15 12:19:08.789152,8,RT @NicoleCarrWSB: “It’s outrageous. It really is.” -Newly-elected councilwoman responds to her opponent. He’s telling state investigators…,930273383786471424,0.6,-0.4,negative
Tue Nov 14 03:17:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789154,16,MUST-WATCH: Alleged drunken driver clocked going 155 mph in McLaren on Ga. 400 | VIDEO - https://t.co/IUMR0dLz7a https://t.co/mrO3jL6OPq,930273330984128512,0.1,-0.1,negative
Tue Nov 14 03:15:57 +0000 2017,WSB-TV,2017-11-15 12:19:08.789156,4,"RT @NefertitiWSB: At 11: “At one point I thought - what if he has a gun?” He tried to sell a brand new iPhone X by using LetGo App, but got…",930273068689313792,0.45454545454545453,0.13636363636363635,positive
Tue Nov 14 03:13:52 +0000 2017,WSB-TV,2017-11-15 12:19:08.789158,3,"RT @NefertitiWSB: “I met him in the dining area, we talked, he looked at the iPhone X then he snatched the phone.” Soon after the victim wa…",930272544065839104,0.05,-0.07500000000000001,negative
Tue Nov 14 03:06:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789161,1,"As street drugs become more powerful,some police departments are training investigators on how to give Narcan to th… https://t.co/qEEab0mBtm",930270562516996098,0.5,0.5,positive
Tue Nov 14 03:05:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789163,1,O.J. Simpson - just out of prison - banned from Vegas casino | WHAT WE KNOW: https://t.co/Vw5ovMRB6K https://t.co/PrxdLF9ARo,930270313258127360,0.0,0.0,neutral
Tue Nov 14 03:03:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789165,2,"“I feel like I have been given (my) life back."" This man takes heroin legally, to get over his addiction. The contr… https://t.co/gxvtmo1uxE",930269809371172864,0.1,0.1,positive
Tue Nov 14 03:02:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789168,7,"Documents: Nurse left woman foaming at the mouth, lying on jail cell floor | READ/WATCH @MarkWinneWSB's report -… https://t.co/Lz9zd8EcNr",930269556169351168,0.0,-0.05,negative
Tue Nov 14 02:53:05 +0000 2017,WSB-TV,2017-11-15 12:19:08.789170,3,RT @CarlWillisWSB: Mother says son with Autism was sprayed with Lysol by teacher https://t.co/oH601Xzq5Q https://t.co/HMbhRIF2ql,930267313001127937,0.0,0.0,neutral
Tue Nov 14 02:43:01 +0000 2017,WSB-TV,2017-11-15 12:19:08.789173,26,"As we prepare to say goodbye to the @GeorgiaDome, let's take a look back at the historic venue through the years...… https://t.co/bdayMuHcJW",930264779616382976,0.0,0.0,neutral
Tue Nov 14 02:38:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789175,1,"Prescription heroin: The alternative approach to opioid addiction? 

READ/WATCH @tomreganWSB's report -… https://t.co/O4ByGDJbK9",930263516262436864,0.0,0.0,neutral
Tue Nov 14 02:35:01 +0000 2017,WSB-TV,2017-11-15 12:19:08.789177,5,"Car insurance in Georgia: Serious wrecks a leading cause in rising rates. Has your gone up? We investigate, tomorro… https://t.co/D5XR2fWHVv",930262767856181250,0.6666666666666666,-0.3333333333333333,negative
Tue Nov 14 02:30:08 +0000 2017,WSB-TV,2017-11-15 12:19:08.789179,64,RT @DancingABC: .@Arlenv1 and @iamValC take on an iconic Charleston from Season 17 originally performed by @MsAmberPRiley and @derekhough!…,930261538262446080,0.625,0.4375,positive
Tue Nov 14 02:25:18 +0000 2017,WSB-TV,2017-11-15 12:19:08.789182,13,Mother says son with Autism was sprayed with Lysol by teacher: https://t.co/Req5pwWP6f @CarlWillisWSB has the detai… https://t.co/h8z7KYBqsZ,930260319934599168,0.0,0.0,neutral
Tue Nov 14 02:19:00 +0000 2017,WSB-TV,2017-11-15 12:19:08.789184,3,Police: Gang-related activity down in Cobb County ... but the work's not done | READ/WATCH @ChrisJoseWSB's report -… https://t.co/rkCv1c7F5G,930258735477547008,0.2888888888888889,-0.15555555555555559,negative
Tue Nov 14 02:16:01 +0000 2017,WSB-TV,2017-11-15 12:19:08.789187,4,Man accused of attempted rape at Georgia Tech was banned from campus | READ/WATCH @TomJonesWSBTV's report -… https://t.co/uNcc9tWu2k,930257984810340352,0.0,0.0,neutral
Tue Nov 14 02:09:01 +0000 2017,WSB-TV,2017-11-15 12:19:09.095883,0,"Family, friends 'baffled' by Georgia Tech student's death as police investigation continues... WHAT WE KNOW:… https://t.co/XxdQasHSGa",930256221248073728,0.0,0.0,neutral
Tue Nov 14 02:04:01 +0000 2017,WSB-TV,2017-11-15 12:19:09.095897,2,Police K9s working to fight the opioid epidemic are putting their lives at risk every day. How drug investigators a… https://t.co/3HVX033bG8,930254964957511680,0.0,0.0,neutral
Tue Nov 14 02:00:00 +0000 2017,WSB-TV,2017-11-15 12:19:09.095901,1,The #AMAsOn2 are just days away! Check out the Atlanta studio where tons of artists have recorded and watch with us… https://t.co/IpCN1MQns2,930253953970794498,0.0,0.0,neutral
Tue Nov 14 01:54:43 +0000 2017,WSB-TV,2017-11-15 12:19:09.095905,95,"RT @DancingABC: .@frankiemuniz gets a confidence boost from @WitneyCarson and a slamming Salsa! 
🏀
Also: Abs! 
#DWTS https://t.co/rySgVej8Hd",930252624133279744,0.0,0.0,neutral
Tue Nov 14 01:54:00 +0000 2017,WSB-TV,2017-11-15 12:19:09.095909,18,MUST-WATCH: Alleged drunken driver clocked going 155 mph in McLaren on Ga. 400 | VIDEO - https://t.co/IUMR0dLz7a https://t.co/5OBxJeGa99,930252443350327296,0.1,-0.1,negative
Tue Nov 14 01:51:00 +0000 2017,WSB-TV,2017-11-15 12:19:09.095912,13,RETWEET! Police searching for 2 persons of interest in concert double murder | LATEST INFO - https://t.co/rrUmwVQnIg https://t.co/eSheLw0NIp,930251690590326784,0.45,0.25,positive
Tue Nov 14 01:48:11 +0000 2017,WSB-TV,2017-11-15 12:19:09.095915,14,RT @NefertitiWSB: #Breaking: Councilman khalid tells me the newly established City of South Fulton County (@COSFGA) has changed its name to…,930250981761257472,0.45454545454545453,0.13636363636363635,positive
Tue Nov 14 01:41:17 +0000 2017,WSB-TV,2017-11-15 12:19:09.095919,6,RT @BradNitzWSB: Chilly by morning with patchy fog. I'm looking ahead to our next rain chance on @wsbtv at 11. See you then https://t.co/kT…,930249241699717120,0.45,-0.3,negative
Tue Nov 14 01:35:55 +0000 2017,WSB-TV,2017-11-15 12:19:09.095922,7,Proposed high-speed rail would run through Georgia https://t.co/OIq8QvJjH9,930247891960172544,0.0,0.0,neutral
Tue Nov 14 01:33:01 +0000 2017,WSB-TV,2017-11-15 12:19:09.095947,2,People are boycotting #Keurig -- here's why: https://t.co/yUCSp3yzyl https://t.co/m1riQI6hBR,930247161429639169,0.0,0.0,neutral
Tue Nov 14 01:33:00 +0000 2017,WSB-TV,2017-11-15 12:19:09.095956,9,O.J. Simpson - just out of prison - banned from Vegas casino | WHAT WE KNOW: https://t.co/Vw5ovMzZIa https://t.co/CK8CNtUndn,930247158552346624,0.0,0.0,neutral
Tue Nov 14 01:25:01 +0000 2017,WSB-TV,2017-11-15 12:19:09.095958,0,"Car insurance rates in Georgia keep going up. Last year, it led the nation in rate increases. We investigate, tomor… https://t.co/3MgWlgbWdO",930245147773849600,0.06666666666666667,0.0,neutral
Tue Nov 14 01:22:00 +0000 2017,WSB-TV,2017-11-15 12:19:09.095962,4,"Documents: Nurse left woman foaming at the mouth, lying on jail cell floor | READ/WATCH @MarkWinneWSB's report -… https://t.co/3V3TvoJBoz",930244392241246214,0.0,-0.05,negative
Tue Nov 14 01:20:33 +0000 2017,WSB-TV,2017-11-15 12:19:09.095965,193,"RT @GMA: 😢 Stunning! What a beautiful story!

@Arlenv1 &amp; @iamValC! @DancingABC #DWTS https://t.co/4o9p0KHXpH",930244026770522112,1.0,0.8125,positive
Tue Nov 14 01:16:59 +0000 2017,WSB-TV,2017-11-15 12:19:09.095968,3,Narcan for dogs: Police K9s at risk as street drugs become more powerful https://t.co/s0t11auqsv,930243129407569920,0.75,0.4,positive
Tue Nov 14 01:12:44 +0000 2017,WSB-TV,2017-11-15 12:19:09.095971,4,RT @NicoleCarrWSB: “I️ think it’s outrageous for him to even suggest.” Her former opponent wants the state to open an investigation. Now sh…,930242056580161537,0.4,-0.2,negative
Tue Nov 14 01:05:53 +0000 2017,WSB-TV,2017-11-15 12:19:09.095973,2,"Narcan for dogs? Police K9s at risk as street drugs become more powerful. The story, tomorrow at 4 p.m.… https://t.co/v2qEJUDKmn",930240336621862912,0.75,0.4,positive
Tue Nov 14 01:02:00 +0000 2017,WSB-TV,2017-11-15 12:19:09.095976,5,"It’s not really the holiday until the #MacysTreeLighting! Watch with us, Sunday at 7p! https://t.co/0Y0jmpyPDQ",930239357293797376,0.2,-0.15625,negative
Tue Nov 14 01:00:59 +0000 2017,WSB-TV,2017-11-15 12:19:09.095979,6,RT @NicoleCarrWSB: “I️ laughed because I thought it was a joke..” Now we’re hearing from a newly-elected councilwoman whose opponent has ac…,930239103035113472,0.2,0.7,positive
Tue Nov 14 01:00:46 +0000 2017,WSB-TV,2017-11-15 12:19:09.095981,5,RT @JovitaMoore: Bus driver gets all the credit for saving kids: “I told the kids to just run.” https://t.co/Z2j2NMdlVB,930239048681246720,0.0,0.0,neutral
Tue Nov 14 00:59:16 +0000 2017,WSB-TV,2017-11-15 12:19:09.095984,4,ATTENTION COMMUTERS! @MARTASERVICE announces alternate service plan for @GeorgiaDome demolition -… https://t.co/PtVEWyCq3z,930238667712532481,0.0,0.0,neutral
Tue Nov 14 00:56:37 +0000 2017,WSB-TV,2017-11-15 12:19:09.095987,4,Man accused of attempted rape at Georgia Tech was banned from campus | READ/WATCH @TomJonesWSBTV's report -… https://t.co/pKk1hElSYQ,930238003741675520,0.0,0.0,neutral
Tue Nov 14 00:54:03 +0000 2017,WSB-TV,2017-11-15 12:19:09.095990,1,"Prescription heroin: The alternative approach to opioid addiction? 

READ/WATCH @tomreganWSB's report -… https://t.co/KCyy7ydpxG",930237358758416390,0.0,0.0,neutral
Tue Nov 14 00:51:50 +0000 2017,WSB-TV,2017-11-15 12:19:09.095992,4,Police: Gang-related activity down in Cobb County ... but the work's not done | READ/WATCH @ChrisJoseWSB's report -… https://t.co/PEPy3toUz6,930236800962097153,0.2888888888888889,-0.15555555555555559,negative
Tue Nov 14 00:48:04 +0000 2017,WSB-TV,2017-11-15 12:19:09.095994,2,"Family, friends 'baffled' by Georgia Tech student's death as police investigation continues... WHAT WE KNOW:… https://t.co/NdZL8e1qLW",930235850503458816,0.0,0.0,neutral
Tue Nov 14 00:45:57 +0000 2017,WSB-TV,2017-11-15 12:19:09.095997,10,RETWEET! Police searching for 2 persons of interest in concert double murder | LATEST INFO - https://t.co/rrUmwVQnIg https://t.co/GTAviWZ3cC,930235320171458561,0.45,0.25,positive
Tue Nov 14 00:42:14 +0000 2017,WSB-TV,2017-11-15 12:19:09.096000,0,"Documents: Nurse left woman foaming at the mouth, lying on jail cell floor | READ/WATCH @MarkWinneWSB's report -… https://t.co/x9LH22GAJH",930234383499452416,0.0,-0.05,negative
Tue Nov 14 00:41:01 +0000 2017,WSB-TV,2017-11-15 12:19:09.096002,3,Car insurance rates are going up faster in Georgia than any other state. We investigate the reasons behind the hike… https://t.co/a0aWOh4e24,930234075058769920,0.5375,-0.2625,negative
Tue Nov 14 00:34:50 +0000 2017,WSB-TV,2017-11-15 12:19:09.096005,10,MUST-WATCH: Alleged drunken driver clocked going 155 mph in McLaren on Ga. 400 | VIDEO - https://t.co/IUMR0e3avK https://t.co/75E5ttvzjS,930232522017034247,0.1,-0.1,negative
Tue Nov 14 00:26:22 +0000 2017,WSB-TV,2017-11-15 12:19:09.096007,0,"Documents: Nurse left woman foaming at the mouth, lying on jail cell floor https://t.co/uNiEKs6eyC",930230391365095424,0.0,-0.05,negative
Tue Nov 14 00:23:11 +0000 2017,WSB-TV,2017-11-15 12:19:09.096010,12,"As we prepare to say goodbye to the @GeorgiaDome, let's take a look back at the historic venue through the years...… https://t.co/jLOQeuUw3s",930229590261403653,0.0,0.0,neutral
Tue Nov 14 00:21:01 +0000 2017,WSB-TV,2017-11-15 12:19:09.096013,0,Getting pumped for this new #DWTS25 like... It all starts at 8! https://t.co/L8ZTXLKnTC,930229045270265856,0.45454545454545453,0.17045454545454544,positive
Tue Nov 14 00:10:05 +0000 2017,WSB-TV,2017-11-15 12:19:09.096016,0,@KimberlyAParri0 Tomorrow we will air part two of our special report on this. Here's a link to part one where we ta… https://t.co/u8GSQdwTV6,930226293441953794,0.5714285714285714,0.35714285714285715,positive
Tue Nov 14 00:09:47 +0000 2017,WSB-TV,2017-11-15 12:19:09.096018,4,VIDEO: Georgia Dome through the years https://t.co/4y7GApDcxD,930226216107413504,0.0,0.0,neutral
